"","contrast","estimate","SE","df","t.ratio","p.value"
"1","CST1 - CST2",-0.0762627756584347,0.0184610601326824,220,-4.13100738041709,0.000151388121056417
"2","CST1 - CST3",0.26746706598361,0.0273558228818199,220,9.7773357847467,3.41948691584548e-14
"3","CST2 - CST3",0.343729841642045,0.028293213937485,220,12.1488439737363,6.21724893790088e-15
