Feature ID,Taxon,Confidence,Domain,Phylum,Class,Order,Family,Genus,Species,FullName
9b0952f158a6a2b0d6a8f735cb3d995d,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_iners,0.9991383373890012,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_iners,g_Lactobacillus
ac1de2fa939247f75a56f5e8215803a2,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Gardnerella; s__Gardnerella_vaginalis,0.9491245705976628,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Gardnerella_vaginalis,g_Gardnerella
c2e44bb666bf5be0ba0e3b75a402ce08,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_anginosus,0.9999983580903354,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_anginosus,g_Streptococcus
317ed0e53757ef5c3c701280fa67950b,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium_tuberculostearicum,0.7550314703851994,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium_tuberculostearicum,g_Corynebacterium
0756d82ea5efbc9a175461283dde3903,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus,0.999999999998816,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,g_Streptococcus
50503f9578cdbe5967c44d357043cf6f,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_agalactiae,0.99976677818723,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_agalactiae,g_Streptococcus
6ac2f4da6d89c3bd73fd8a5feecb412c,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_timonensis,0.999998097151382,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_timonensis,g_Prevotella
98d96123ac15da674275b07eba76382d,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Family_XI; g__Finegoldia; s__Finegoldia_magna,0.9481451233980072,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family_XI,Finegoldia,Finegoldia_magna,g_Finegoldia
c480b77a8d98d69ae4089d0404660adc,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_bivia,0.999999999597364,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_bivia,g_Prevotella
17824498c6197c2669fffe55f682c72f,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_timonensis,0.999999943283173,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_timonensis,g_Prevotella
ceeebd4c16ef015783ad047b502edb7c,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__Actinomyces_neuii,0.9999999001849936,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces_neuii,g_Actinomyces
a5446f83eed3b6aaa70d8100fe0253dd,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_colorans,0.9999998913114384,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_colorans,g_Prevotella
0f37abb6de42fa96738a4dd302454572,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium_glucuronolyticum,0.9999975865387676,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium_glucuronolyticum,g_Corynebacterium
c4adbd4b5a676d0cf551557d4fbdfd48,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Family_XI; g__Finegoldia,0.9999999999996644,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family_XI,Finegoldia,,g_Finegoldia
666ba3e47ea247c5e027998930cdfa4d,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae,0.996490572983065,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,,,f_Propionibacteriaceae
5743b7baf9bc44eb26107b7df8dd6991,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Gardnerella; s__Gardnerella_vaginalis,0.8780290622227875,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Gardnerella_vaginalis,g_Gardnerella
02372da6862f0e5d3f291cb994dd1244,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium_glucuronolyticum,0.999999624910486,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium_glucuronolyticum,g_Corynebacterium
2b5776552cbe95d839015bf4e06897bc,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Gardnerella; s__Gardnerella_vaginalis,0.7875885057432872,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Gardnerella_vaginalis,g_Gardnerella
dfe70f612ba94cb9ccf76dff16eebead,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium_pyruviciproducens,0.9999999377819668,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium_pyruviciproducens,g_Corynebacterium
f17d3da8eb98435912cf7cfb2d1bfbdb,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Cutibacterium,0.9989865849669428,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,,g_Cutibacterium
de47639f1f8f15bf95bdb8e77990b504,d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus_epidermidis,0.7442893590958489,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus_epidermidis,g_Staphylococcus
fe5d3ab636074881259f961d5c51a2b4,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Family_XI; g__Finegoldia; s__Finegoldia_magna,0.7717326291106321,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family_XI,Finegoldia,Finegoldia_magna,g_Finegoldia
dba0d8192ec78f40d032d9be80378114,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Family_XI; g__Peptoniphilus,0.9999992192372932,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family_XI,Peptoniphilus,,g_Peptoniphilus
df696e3dafe9c506efb60503a303c4c2,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Pasteurellaceae; g__Haemophilus; s__Haemophilus_parainfluenzae,0.9556272686383626,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus,Haemophilus_parainfluenzae,g_Haemophilus
6a9fbe6a3058dd6000895624d6c48008,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_timonensis,0.9999996039416532,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_timonensis,g_Prevotella
5cbd7dec9c30c551fe02dd87c5e39215,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Family_XI; g__Peptoniphilus; s__uncultured_bacterium,0.996211353923001,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family_XI,Peptoniphilus,uncultured_bacterium,g_Peptoniphilus
9c49d8c1d69daf5f9bfc7ff0cb592644,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus,0.9999999999998378,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,g_Streptococcus
e31cf1e9c1777515ab6b57752e81930f,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus,0.9999999999998832,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,g_Streptococcus
8b4cc30dabc8ddb589da1256cd0358e8,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_timonensis,0.9999881150318106,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_timonensis,g_Prevotella
fd004a5b5b3fbe09dbd8ef61caa25a9a,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Family_XI; g__Fenollaria; s__Peptostreptococcaceae_bacterium,0.9164561368002484,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family_XI,Fenollaria,Peptostreptococcaceae_bacterium,g_Fenollaria
cafa608c29d77d114bf8a95f12ef1645,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_urinalis,0.9999999878691171,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_urinalis,g_Streptococcus
9afb35e261d544d4dba289782c120c64,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_bivia,0.999999999973852,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_bivia,g_Prevotella
26dced4cab03d81a8eb536bfa529cfa7,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus,0.9999999999993152,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,g_Streptococcus
37fdc2e31d7988365dc359ff06289143,d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus_hominis,0.9359539597463556,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus_hominis,g_Staphylococcus
bf54178de59a1f6f3adc0b17a269f669,d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus_haemolyticus,0.9974719572309796,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus_haemolyticus,g_Staphylococcus
fde479bdb5a65ef8e0946d0a0033296f,d__Bacteria; p__Firmicutes; c__Bacilli; o__Mycoplasmatales; f__Mycoplasmataceae; g__Ureaplasma; s__Ureaplasma_parvum,0.9999033499866432,Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae,Ureaplasma,Ureaplasma_parvum,g_Ureaplasma
3bd711744bd2770b014d9ede1d3754ae,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium_pyruviciproducens,0.9999989332293784,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium_pyruviciproducens,g_Corynebacterium
d9db9d18e00e91da72f7010498b5f023,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Family_XI; g__Finegoldia,0.999999999999556,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family_XI,Finegoldia,,g_Finegoldia
3ca0849ab52ab5a547e97776c3b6c867,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae,0.9978948451894976,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,f_Enterobacteriaceae
bdb7877151bda2673952be611df9bce5,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__uncultured_Firmicutes,0.7381424513267285,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,uncultured_Firmicutes,g_Streptococcus
837a468ab9b8c466130bd57f4161538f,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium_glucuronolyticum,0.9999107207517104,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium_glucuronolyticum,g_Corynebacterium
ff7c08745f25b8985c530fd0264e3623,d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__Campylobacter_ureolyticus,0.999999999928221,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_ureolyticus,g_Campylobacter
683f9a30a790eb8cd1ea879c50b6f3ec,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__Enterococcus_faecalis,0.9963099453590394,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus_faecalis,g_Enterococcus
4dc1cd373d5e40589a94f4ad84f0896a,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Family_XI; g__Finegoldia; s__Finegoldia_magna,0.7470685816589854,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family_XI,Finegoldia,Finegoldia_magna,g_Finegoldia
81f7296dbde75a1f948b07e57f4602c3,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_buccalis,0.9999807391212828,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_buccalis,g_Prevotella
de04141575f4e0e0912479853efd54c5,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinobaculum; s__Actinobaculum_massiliense,0.9999999994899014,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinobaculum,Actinobaculum_massiliense,g_Actinobaculum
6e40658bcb42476d767030540106c146,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Family_XI; g__Finegoldia; s__Finegoldia_magna,0.969483542067264,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family_XI,Finegoldia,Finegoldia_magna,g_Finegoldia
9557fb24bcb092eed02229a54dd6b8ac,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Family_XI; g__Anaerococcus; s__Anaerococcus_hydrogenalis,0.999863532858442,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family_XI,Anaerococcus,Anaerococcus_hydrogenalis,g_Anaerococcus
01f17f3c3b64eab1ed4eaf679e323c06,d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Veillonellaceae; g__Negativicoccus; s__Negativicoccus_massiliensis,0.9999999999999858,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Negativicoccus,Negativicoccus_massiliensis,g_Negativicoccus
a7538d64d0716d63da80809d9650ec14,d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__Campylobacter_ureolyticus,0.999999999820119,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_ureolyticus,g_Campylobacter
98e0d2a35699aef2dc9a6c7c99be5e30,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Family_XI; g__Ezakiella; s__Finegoldia_magna,0.7805068062958033,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family_XI,Ezakiella,Finegoldia_magna,g_Ezakiella
6daee0759dae82460c60d31b903f7fab,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinotignum; s__Actinotignum_urinale,0.9999999994974332,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinotignum,Actinotignum_urinale,g_Actinotignum
27b17bc6f03f2de8ab16a0661c75101e,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Family_XI; g__Peptoniphilus; s__Peptoniphilus_grossensis,0.9193685593686636,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family_XI,Peptoniphilus,Peptoniphilus_grossensis,g_Peptoniphilus
80ea84ba4486c513b2f415f98ec3ae4c,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_anginosus,0.9999982664179292,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_anginosus,g_Streptococcus
1f928909e574041798349ab07bf11792,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_mitis,0.8891624981089868,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_mitis,g_Streptococcus
69f4aad7b9b299ac312a11c918464ec7,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Alloscardovia; s__Alloscardovia_macacae,0.7916732909640385,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Alloscardovia,Alloscardovia_macacae,g_Alloscardovia
230b427e0780d2346a947fe08f865a3d,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Family_XI; g__Finegoldia,0.9999999999984088,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family_XI,Finegoldia,,g_Finegoldia
c660a9783f39001ecdf219f15a3349f4,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Family_XI; g__Ezakiella; s__Ezakiella_massiliensis,0.9999999946688688,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family_XI,Ezakiella,Ezakiella_massiliensis,g_Ezakiella
f80a668f32b8c6025fda5f8d6e4e62bc,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Mobiluncus; s__Mobiluncus_mulieris,0.7713183888876811,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Mobiluncus,Mobiluncus_mulieris,g_Mobiluncus
3bed1f0b18aa66ea4dbb8349c2903732,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Family_XI; g__Fenollaria; s__Tissierellia_bacterium,0.8938355629467314,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family_XI,Fenollaria,Tissierellia_bacterium,g_Fenollaria
1e202d5866da95ab7e8b5ccf1bd4dd57,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Family_XI; g__Peptoniphilus; s__Peptoniphilus_grossensis,0.9960637912839878,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family_XI,Peptoniphilus,Peptoniphilus_grossensis,g_Peptoniphilus
7d1c1d23e45aad9c4a2c5aadca6af949,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Family_XI; g__Finegoldia; s__Finegoldia_magna,0.7286914451624147,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family_XI,Finegoldia,Finegoldia_magna,g_Finegoldia
eabdfa72206850c95e6b52e8052f6b69,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Family_XI; g__Peptoniphilus; s__uncultured_bacterium,0.9424854482078932,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family_XI,Peptoniphilus,uncultured_bacterium,g_Peptoniphilus
fd2dde2a2b2b867371c13fae257e3678,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Family_XI; g__Ezakiella; s__Ezakiella_massiliensis,0.9999999999883472,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family_XI,Ezakiella,Ezakiella_massiliensis,g_Ezakiella
b6b8cdd99fd9d6ded400061a3c20451b,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Family_XI; g__Anaerococcus; s__Anaerococcus_hydrogenalis,0.9999128683894491,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family_XI,Anaerococcus,Anaerococcus_hydrogenalis,g_Anaerococcus
88073a16d5498c9e91b145a10710f3a5,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Family_XI; g__Finegoldia; s__Finegoldia_magna,0.90971817442097,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family_XI,Finegoldia,Finegoldia_magna,g_Finegoldia
ac93cf994ef8a71acb4206af85abb5d0,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__Porphyromonas_levii,0.9971288633589483,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas_levii,g_Porphyromonas
d48e5522d05a2a5131694196ad41fbd6,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_anginosus,0.9999944793899732,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_anginosus,g_Streptococcus
5eead9987c08e9713c428bf6d8b79a31,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_buccalis,0.9999968525440088,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_buccalis,g_Prevotella
db6c0f84980fb8fc9db795046d300227,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus,0.9999999999999188,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,g_Streptococcus
1c30b195b4c2a700345602d0a1e86b62,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Family_XI; g__Peptoniphilus; s__uncultured_bacterium,0.9999352049802362,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family_XI,Peptoniphilus,uncultured_bacterium,g_Peptoniphilus
8a9e9f0fe51b4c421fc93b281bb3d729,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_disiens,0.999999929594497,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_disiens,g_Prevotella
949353dcbeced104916ef4cdc7047d72,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Family_XI; g__Finegoldia; s__Finegoldia_magna,0.8531762468910961,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family_XI,Finegoldia,Finegoldia_magna,g_Finegoldia
0c4a5be949e14c28a07bfb1d9c59cc2b,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Mobiluncus; s__Mobiluncus_curtisii,0.9996383594200384,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Mobiluncus,Mobiluncus_curtisii,g_Mobiluncus
c178d3c1e12d8397e571a19d88722b72,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinotignum; s__Actinotignum_schaalii,0.7100056942859402,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinotignum,Actinotignum_schaalii,g_Actinotignum
abd70573c0e9dc09105bbbcd41cfc7d3,d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Veillonellaceae; g__Dialister; s__Veillonellaceae_bacterium,0.9999722194599676,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister,Veillonellaceae_bacterium,g_Dialister
67392e46ceecb21d6fe9af157de4b906,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Family_XI; g__Finegoldia; s__Finegoldia_magna,0.8145821732540454,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family_XI,Finegoldia,Finegoldia_magna,g_Finegoldia
b7a7db326cc4910a1c9656305d2f763e,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Pasteurellaceae; g__Haemophilus; s__Haemophilus_parainfluenzae,0.9607392705800674,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus,Haemophilus_parainfluenzae,g_Haemophilus
40875e0b0d37bb5e5c9c33af39b7975b,d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Veillonellaceae; g__Dialister; s__Veillonellaceae_bacterium,0.9999885990884584,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister,Veillonellaceae_bacterium,g_Dialister
41af62251de7f1ed62b94bf7b3a2afcb,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus,0.9999999999887296,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,g_Streptococcus
178834f67d300604290b939d7ccab28b,d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Veillonellaceae; g__Veillonella,0.960427221159892,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonella,,g_Veillonella
6e82877293b28641cb445c7530faf0e6,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_mitis,0.8877857426130054,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_mitis,g_Streptococcus
