Domain,Phylum,Class,Order,Family,Genus,Species,FullName,TaxonomyString
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Propionivibrio,,g_Propionivibrio,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Propionivibrio;__
Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,metagenome,Gaiella_metagenome,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Gaiella;s__metagenome
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_saccharolytica,Prevotella_saccharolytica,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_saccharolytica
Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-002,gut_metagenome,gut_metagenome,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-002;s__gut_metagenome
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas_testosteroni,Comamonas_testosteroni,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Comamonas;s__Comamonas_testosteroni
Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Bacteriovorax,uncultured_bacterium,uncultured_bacterium,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__Bacteriovorax;s__uncultured_bacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,uncultured_bacterium,uncultured_bacterium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__uncultured_bacterium
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,uncultured_bacterium,uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium;s__uncultured_bacterium
Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,Kapabacteriales,Kapabacteriales,uncultured_bacterium,uncultured_bacterium,d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__Kapabacteriales;g__Kapabacteriales;s__uncultured_bacterium
Bacteria,Proteobacteria,Alphaproteobacteria,,,,,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;__;__;__;__,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;__;__;__;__
Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family_XI,Murdochiella,Peptostreptococcaceae_bacterium,Peptostreptococcaceae_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Family_XI;g__Murdochiella;s__Peptostreptococcaceae_bacterium
Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-005,uncultured_bacterium,uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-005;s__uncultured_bacterium
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Janibacter,Janibacter_hoylei,Janibacter_hoylei,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__Janibacter;s__Janibacter_hoylei
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Morganella,uncultured_bacterium,uncultured_bacterium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Morganella;s__uncultured_bacterium
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermacoccaceae,Kytococcus,Kytococcus_sedentarius,Kytococcus_sedentarius,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Dermacoccaceae;g__Kytococcus;s__Kytococcus_sedentarius
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group,uncultured_bacterium,uncultured_bacterium,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Microtrichaceae;g__Sva0996_marine_group;s__uncultured_bacterium
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Catonella,uncultured_bacterium,uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Catonella;s__uncultured_bacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,,g_Mesorhizobium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium;__
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Anaerostipes,metagenome,Anaerostipes_metagenome,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__metagenome
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Actinobacillus,uncultured_bacterium,uncultured_bacterium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Actinobacillus;s__uncultured_bacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas_melonis,Sphingomonas_melonis,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas_melonis
Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,,,f_Veillonellaceae,d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;__;__
Bacteria,Patescibacteria,Microgenomatia,Candidatus_Pacebacteria,Candidatus_Pacebacteria,Candidatus_Pacebacteria,uncultured_bacterium,uncultured_bacterium,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Candidatus_Pacebacteria;f__Candidatus_Pacebacteria;g__Candidatus_Pacebacteria;s__uncultured_bacterium
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,,g_Arenimonas,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Arenimonas;__
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Williamsia,uncultured_Williamsia,uncultured_Williamsia,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Nocardiaceae;g__Williamsia;s__uncultured_Williamsia
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,uncultured_bacterium,uncultured_bacterium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella;s__uncultured_bacterium
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Stomatobaculum,Eubacterium_sp.,Eubacterium_sp.,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Stomatobaculum;s__Eubacterium_sp.
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NS11-12_marine_group,uncultured_bacterium,uncultured_bacterium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__NS11-12_marine_group;g__NS11-12_marine_group;s__uncultured_bacterium
Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,uncultured_bacterium,uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Atopostipes;s__uncultured_bacterium
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_alcaligenes,Pseudomonas_alcaligenes,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas_alcaligenes
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,A0839,uncultured_sludge,uncultured_sludge,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__A0839;g__A0839;s__uncultured_sludge
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides_merdae,Parabacteroides_merdae,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_merdae
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Aquaspirillaceae,Rivicola,metagenome,Rivicola_metagenome,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Aquaspirillaceae;g__Rivicola;s__metagenome
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Pseudoflavitalea,Pseudobacter_sp.,Pseudobacter_sp.,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Pseudoflavitalea;s__Pseudobacter_sp.
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,uncultured,,g_uncultured,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__uncultured;__
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,Tannerella_forsythia,Tannerella_forsythia,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella;s__Tannerella_forsythia
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,metagenome,uncultured_metagenome,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__uncultured;s__metagenome
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas_sp.,Stenotrophomonas_sp.,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas_sp.
Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonadaceae,uncultured_bacterium,uncultured_bacterium,d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__Fimbriimonadaceae;s__uncultured_bacterium
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia,,g_Iamia,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Iamiaceae;g__Iamia;__
Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,possible_genus_04,uncultured_bacterium,uncultured_bacterium,d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__possible_genus_04;s__uncultured_bacterium
Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,[Eubacterium]_nodatum_group,Eubacterium_sulci,Eubacterium_sulci,d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__[Eubacterium]_nodatum_group;s__Eubacterium_sulci
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhapis,,g_Rhizorhapis,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Rhizorhapis;__
Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family_XI,Anaerococcus,uncultured_Anaerococcus,uncultured_Anaerococcus,d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Family_XI;g__Anaerococcus;s__uncultured_Anaerococcus
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Xanthobacter,uncultured_Xanthobacter,uncultured_Xanthobacter,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Xanthobacter;s__uncultured_Xanthobacter
Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,0319-6G20,uncultured_Bacteriovorax,uncultured_Bacteriovorax,d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__0319-6G20;f__0319-6G20;g__0319-6G20;s__uncultured_Bacteriovorax
Bacteria,Proteobacteria,Gammaproteobacteria,uncultured,uncultured,uncultured,uncultured_bacterium,uncultured_bacterium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__uncultured;f__uncultured;g__uncultured;s__uncultured_bacterium
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,uncultured,uncultured_bacterium,uncultured_bacterium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__uncultured;s__uncultured_bacterium
Bacteria,Actinobacteriota,Actinobacteria,PeM15,PeM15,PeM15,metagenome,PeM15_metagenome,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__PeM15;f__PeM15;g__PeM15;s__metagenome
Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus_Solibacter,uncultured_bacterium,uncultured_bacterium,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Solibacterales;f__Solibacteraceae;g__Candidatus_Solibacter;s__uncultured_bacterium
Bacteria,Firmicutes,Clostridia,Peptococcales,Peptococcaceae,Peptococcus,uncultured_Peptococcus,uncultured_Peptococcus,d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptococcales;f__Peptococcaceae;g__Peptococcus;s__uncultured_Peptococcus
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,env.OPS_17,metagenome,env.OPS_17_metagenome,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__env.OPS_17;g__env.OPS_17;s__metagenome
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ensifer,,g_Ensifer,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Ensifer;__
Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Pseudarcobacter,,g_Pseudarcobacter,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Pseudarcobacter;__
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,CAG-352,,g_CAG-352,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-352;__
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,metagenome,Massilia_metagenome,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia;s__metagenome
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,LiUU-11-161,LiUU-11-161,,g_LiUU-11-161,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__LiUU-11-161;g__LiUU-11-161;__
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_7,uncultured_Bacteroidetes,uncultured_Bacteroidetes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella_7;s__uncultured_Bacteroidetes
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium_sp.,Microbacterium_sp.,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium_sp.
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus,uncultured_bacterium,uncultured_bacterium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus;s__uncultured_bacterium
Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,Leptospira,uncultured_bacterium,uncultured_bacterium,d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__Leptospira;s__uncultured_bacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,,,f_Acetobacteraceae,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;__;__
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,metagenome,Blautia_metagenome,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__metagenome
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,,,f_Methylophilaceae,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;__;__
Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family_XI,Murdochiella,Murdochiella_vaginalis,Murdochiella_vaginalis,d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Family_XI;g__Murdochiella;s__Murdochiella_vaginalis
Bacteria,Latescibacterota,Latescibacterota,Latescibacterota,Latescibacterota,Latescibacterota,uncultured_bacterium,uncultured_bacterium,d__Bacteria;p__Latescibacterota;c__Latescibacterota;o__Latescibacterota;f__Latescibacterota;g__Latescibacterota;s__uncultured_bacterium
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,uncultured,uncultured_bacterium,uncultured_bacterium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__uncultured;s__uncultured_bacterium
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermabacteraceae,Brachybacterium,,g_Brachybacterium,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Dermabacteraceae;g__Brachybacterium;__
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Zoogloea,uncultured_bacterium,uncultured_bacterium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Zoogloea;s__uncultured_bacterium
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Rathayibacter,Rathayibacter_tritici,Rathayibacter_tritici,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Rathayibacter;s__Rathayibacter_tritici
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,,g_Rikenellaceae_RC9_gut_group,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenellaceae_RC9_gut_group;__
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter_alpinus,Pedobacter_alpinus,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter_alpinus
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,Paludibacter_propionicigenes,Paludibacter_propionicigenes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__Paludibacter_propionicigenes
Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,Oligoflexus,,g_Oligoflexus,d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Oligoflexales;f__Oligoflexaceae;g__Oligoflexus;__
Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonella,Veillonella_sp.,Veillonella_sp.,d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Veillonella;s__Veillonella_sp.
Bacteria,Elusimicrobiota,Lineage_IIa,Lineage_IIa,Lineage_IIa,Lineage_IIa,uncultured_soil,uncultured_soil,d__Bacteria;p__Elusimicrobiota;c__Lineage_IIa;o__Lineage_IIa;f__Lineage_IIa;g__Lineage_IIa;s__uncultured_soil
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga_sp.,Capnocytophaga_sp.,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga_sp.
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,,g_Lachnoclostridium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium;__
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Friedmanniella,,g_Friedmanniella,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Friedmanniella;__
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,metagenome,Clostridium_sensu_stricto_1_metagenome,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_1;s__metagenome
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,uncultured_Brevundimonas,uncultured_Brevundimonas,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__uncultured_Brevundimonas
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Emticicia,uncultured_bacterium,uncultured_bacterium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Emticicia;s__uncultured_bacterium
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,uncultured_Moraxellaceae,uncultured_Moraxellaceae,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella;s__uncultured_Moraxellaceae
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,,g_Yersinia,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Yersinia;__
Bacteria,Desulfobacterota,Desulfuromonadia,PB19,PB19,PB19,metagenome,PB19_metagenome,d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__PB19;f__PB19;g__PB19;s__metagenome
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,,g_Caulobacter,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;__
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Dorea,Dorea_formicigenerans,Dorea_formicigenerans,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea_formicigenerans
Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Bdellovibrio_exovorus,Bdellovibrio_exovorus,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Bdellovibrio;s__Bdellovibrio_exovorus
Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus_sp.,Deinococcus_sp.,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus_sp.
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,,g_Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium;__
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Solitalea,uncultured_bacterium,uncultured_bacterium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Solitalea;s__uncultured_bacterium
Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,uncultured_bacterium,uncultured_bacterium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Coxiellales;f__Coxiellaceae;g__Coxiella;s__uncultured_bacterium
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,metagenome,Dechloromonas_metagenome,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Dechloromonas;s__metagenome
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,AB1,AB1,Alphaproteobacteria_bacterium,Alphaproteobacteria_bacterium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__AB1;g__AB1;s__Alphaproteobacteria_bacterium
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacteriaceae_bacterium,Sphingobacteriaceae_bacterium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacteriaceae_bacterium
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter_agilis,Arthrobacter_agilis,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter;s__Arthrobacter_agilis
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Friedmanniella,uncultured_bacterium,uncultured_bacterium,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Friedmanniella;s__uncultured_bacterium
Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,,g_Nitrospira,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira;__
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,uncultured_Corynebacterium,uncultured_Corynebacterium,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__uncultured_Corynebacterium
Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,uncultured,uncultured_bacterium,uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Hungateiclostridiaceae;g__uncultured;s__uncultured_bacterium
